transaction_id,transaction_date,direction,amount,currency,counterparty_name,counterparty_account,reference,payment_method,bank_account,description
BNK-00001821,2026-03-14,DEBIT,4883.67,USD,Northstar Packaging Corporation,984294502389,INV-2026-001892-P2,CHEQUE,OPERATING-002,Part payment 2 for INV-2026-001892
BNK-00001856,2026-03-14,DEBIT,7448.78,USD,DELTA SOLUTIONS INCORPORATED,482855037930,INV-2026-001927,CHEQUE,OPERATING-001,Vendor payment INV-2026-001927
BNK-00000494,2026-03-15,DEBIT,121.84,USD,Metro Consulting Limited,223880907939,INV-2026-000523,CHEQUE,OPERATING-001,Vendor payment INV-2026-000523
BNK-00000665,2026-03-15,DEBIT,14786.43,USD,Evergreen Packaging Limited,589426971653,INV-2026-000701,WIRE,OPERATING-001,Vendor payment INV-2026-000701
BNK-00000673,2026-03-15,DEBIT,5636.57,USD,Nova Packaging Corporation,712652693184,INV-2026-000709,WIRE,OPERATING-002,Vendor payment INV-2026-000709
BNK-00000818,2026-03-15,DEBIT,16414.92,USD,Delta Solutions Corporation,641938372964,INV-2026-000865,WIRE,PAYABLES-001,Vendor payment INV-2026-000865 incl bank fee
BNK-00000976,2026-03-15,DEBIT,15354.22,USD,DELTA SOLUTIONS INCORPORATED,482855037930,INV-2026-001027,WIRE,OPERATING-001,Vendor payment INV-2026-001027
BNK-00001177,2026-03-15,DEBIT,1500.76,GBP,Pioneer Supplies Incorporated,478166864450,INV-2026-001229,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001229
BNK-00001193,2026-03-15,DEBIT,18666.74,USD,Insight Services Limited,112978452832,INV-2026-001244,ACH,PAYABLES-001,Vendor payment INV-2026-001244
BNK-00001458,2026-03-15,DEBIT,19765.25,USD,Nova Solutions Corporation,307437974878,INV-2026-001520,ACH,OPERATING-001,Vendor payment INV-2026-001520
BNK-00001923,2026-03-15,DEBIT,512255.61,LKR,Bank Service Charges,182457785455,MISC-001923,ACH,OPERATING-001,Customer receipt
BNK-00000317,2026-03-16,DEBIT,10402.21,EUR,Northstar Packaging Corporation,984294502389,INV-2026-000332,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000332 incl bank fee
BNK-00000331,2026-03-16,DEBIT,9549.58,USD,Pioneer Solutions Incorporated,977752159666,INV-2026-000348,WIRE,OPERATING-001,Vendor payment INV-2026-000348 incl bank fee
BNK-00000339,2026-03-16,DEBIT,3526.14,USD,Jade Industries Limited,540585735564,INV-2026-000357,ACH,OPERATING-001,Vendor payment INV-2026-000357
BNK-00000452,2026-03-16,DEBIT,15077.38,EUR,Pioneer Packaging Limited,786086128752,INV-2026-000476,ACH,PAYABLES-001,Vendor payment INV-2026-000476
BNK-00000938,2026-03-16,DEBIT,14213.52,USD,Crescent Logistics Corporation,835428871006,INV-2026-000988,ACH,OPERATING-001,Vendor payment INV-2026-000988
BNK-00001178,2026-03-16,DEBIT,1500.76,GBP,Pioneer Supplies Incorporated,478166864450,INV-2026-001229,ACH,OPERATING-001,Possible duplicate vendor payment INV-2026-001229
BNK-00001224,2026-03-16,DEBIT,6698.69,EUR,Orbit Pharma Corporation,243661253546,INV-2026-001277,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001277
BNK-00001426,2026-03-16,DEBIT,11394.19,GBP,Keystone Logistics Ltd,373263685325,INV-2026-001490,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001490
BNK-00001586,2026-03-16,DEBIT,16545.07,GBP,Harbor Logistics Limited,339669665349,INV-2026-001655,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001655
BNK-00001829,2026-03-16,DEBIT,2113652.87,LKR,Vertex Packaging Incorporated,873883374114,INV-2026-001900,ACH,OPERATING-001,Vendor payment INV-2026-001900
BNK-00001955,2026-03-16,DEBIT,334.39,USD,Government Tax Authority,127905369947,MISC-001955,CARD,PAYABLES-001,Operating expense
BNK-00002014,2026-03-16,DEBIT,5992.93,USD,Employee Reimbursements,214193639541,MISC-002014,ACH,PAYABLES-001,Bank charge
BNK-00000283,2026-03-17,DEBIT,13201.48,EUR,Silverline Technologies Incorporated,636439249785,INV-2026-000299,ACH,PAYABLES-001,Vendor payment INV-2026-000299
BNK-00000341,2026-03-17,DEBIT,3426.76,USD,Nova Logistics Limited,988348638973,INV-2026-000359,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000359
BNK-00000399,2026-03-17,DEBIT,22003.78,USD,Evergreen Systems Incorporated,574699427658,INV-2026-000417,CHEQUE,OPERATING-001,Vendor payment INV-2026-000417
BNK-00000419,2026-03-17,DEBIT,6456.8,USD,Seacrest Consulting Incorporated,313671722771,INV-2026-000438-P1,ACH,PAYABLES-001,Part payment 1 for INV-2026-000438
BNK-00000719,2026-03-17,DEBIT,12407.42,USD,Fusion Consulting Incorporated,159574598144,INV-2026-000764,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000764 incl bank fee
BNK-00000981,2026-03-17,DEBIT,4283.81,EUR,Summit Textiles Incorporated,595553303426,INV-2026-001032,ACH,OPERATING-001,Vendor payment INV-2026-001032
BNK-00000982,2026-03-17,DEBIT,4283.81,EUR,Summit Textiles Incorporated,595553303426,INV-2026-001032,BANK_TRANSFER,OPERATING-002,Possible duplicate vendor payment INV-2026-001032
BNK-00001079,2026-03-17,DEBIT,11220.48,USD,Unity Trading Limited,386886767570,INV-2026-001130,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001130
BNK-00001097,2026-03-17,DEBIT,11005.33,GBP,Insight Services Limited,112978452832,INV-2026-001147,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001147
BNK-00001215,2026-03-17,DEBIT,2633.36,GBP,Vertex Supplies Corporation,715100412638,INV-2026-001268,CHEQUE,OPERATING-002,Vendor payment INV-2026-001268
BNK-00001275,2026-03-17,DEBIT,19236.44,USD,Metro Foods Limited,271054481685,INV-2026-001329,ACH,OPERATING-002,Vendor payment INV-2026-001329
BNK-00001308,2026-03-17,DEBIT,1685.79,GBP,Nova Engineering Corporation,781595872312,INV-2026-001366,WIRE,OPERATING-001,Vendor payment INV-2026-001366 incl bank fee
BNK-00001309,2026-03-17,DEBIT,17410.61,USD,Zenith Holdings Incorporated,858634739565,INV-2026-001367,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001367
BNK-00001699,2026-03-17,DEBIT,18327.1,GBP,Quantum Technologies Incorporated,178494949883,INV-2026-001771,ACH,OPERATING-001,Vendor payment INV-2026-001771
BNK-00001826,2026-03-17,DEBIT,3364.58,EUR,Royal Networks Incorporated,420358865351,INV-2026-001897,WIRE,OPERATING-001,Vendor payment INV-2026-001897
BNK-00001944,2026-03-17,CREDIT,4865.9,USD,Interest Income,414779104191,MISC-001944,BANK_TRANSFER,OPERATING-002,Operating expense
BNK-00000664,2026-03-18,DEBIT,94764.39,LKR,Keystone Technologies Incorporated,537795287592,INV-2026-000699,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000699
BNK-00000696,2026-03-18,DEBIT,32218.76,LKR,Zenith Packaging Limited,521010568149,INV-2026-000741,WIRE,OPERATING-002,Vendor payment INV-2026-000741
BNK-00000900,2026-03-18,DEBIT,4461.25,EUR,Keystone Logistics Limited,373263685325,INV-2026-000944,ACH,OPERATING-001,Vendor payment INV-2026-000944
BNK-00001157,2026-03-18,DEBIT,1059.3,EUR,Apex Consulting Incorporated,509620244728,INV-2026-001207,WIRE,PAYABLES-001,Vendor payment INV-2026-001207
BNK-00001418,2026-03-18,DEBIT,6559.09,EUR,Nova Systems Corporation,367862118541,INV-2026-001484-P1,BANK_TRANSFER,PAYABLES-001,Part payment 1 for INV-2026-001484
BNK-00001761,2026-03-18,DEBIT,1670134.03,LKR,Unity Trading Limited,386886767570,INV-2026-001835,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001835
BNK-00001937,2026-03-18,DEBIT,869.83,EUR,City Power Utility,830639038653,MISC-001937,ACH,OPERATING-001,Rent payment
BNK-00000019,2026-03-19,DEBIT,14030.98,USD,Fusion Consulting Incorporated,159574598144,INV-2026-000017,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000017
BNK-00000141,2026-03-19,DEBIT,15866.27,USD,Jade Pharma Incorporated,991524726409,INV-2026-000149,ACH,OPERATING-002,Vendor payment INV-2026-000149
BNK-00000216,2026-03-19,DEBIT,22119.11,USD,Nova Logistics Limited,988348638973,INV-2026-000232,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000232
BNK-00000288,2026-03-19,DEBIT,7355.85,USD,Zenith Consulting Limited,320972207209,INV-2026-000304,WIRE,OPERATING-001,Vendor payment INV-2026-000304
BNK-00000342,2026-03-19,DEBIT,10332.72,GBP,Pioneer Supplies Limited,848137395082,INV-2026-000360,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000360
BNK-00000383,2026-03-19,DEBIT,20790.78,USD,Unity Foods Limited,192330135002,INV-2026-000401,ACH,OPERATING-002,Vendor payment INV-2026-000401
BNK-00000679,2026-03-19,DEBIT,21608.8,GBP,Royal Supplies Incorporated,844119833085,INV-2026-000716,CHEQUE,OPERATING-001,Vendor payment INV-2026-000716
BNK-00000895,2026-03-19,DEBIT,549509.7,LKR,Metro Consulting Limited,223880907939,INV-2026-000940-P1,WIRE,OPERATING-002,Part payment 1 for INV-2026-000940
BNK-00001043,2026-03-19,DEBIT,13953.81,USD,Vertex Packaging Inc,873883374114,INV-2026-001092,ACH,OPERATING-001,Vendor payment INV-2026-001092
BNK-00001128,2026-03-19,DEBIT,769.57,USD,Jade Industries Limited,540585735564,INV-2026-001179,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001179
BNK-00001473,2026-03-19,DEBIT,2110.74,USD,Harbor Supplies Limited,780648306067,INV-2026-001535,CHEQUE,OPERATING-002,Vendor payment INV-2026-001535
BNK-00001528,2026-03-19,DEBIT,107724.27,LKR,Unity Technologies Limited,795191128611,INV-2026-001591,ACH,OPERATING-001,Vendor payment INV-2026-001591 incl bank fee
BNK-00001589,2026-03-19,DEBIT,2198238.37,LKR,Nova Systems Corporation,367862118541,INV-2026-001658,ACH,PAYABLES-001,Vendor payment INV-2026-001658
BNK-00001851,2026-03-19,DEBIT,4530.95,GBP,Metro Foods Limited,271054481685,INV-2026-001922,WIRE,PAYABLES-001,Vendor payment INV-2026-001922
BNK-00000142,2026-03-20,DEBIT,15866.27,USD,Jade Pharma Incorporated,991524726409,INV-2026-000149,CHEQUE,OPERATING-002,Possible duplicate vendor payment INV-2026-000149
BNK-00000355,2026-03-20,DEBIT,15337.63,EUR,Zenith Consulting Incorporated,300057279938,INV-2026-000374,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-000374
BNK-00000896,2026-03-20,DEBIT,570637.59,LKR,Metro Consulting Limited,223880907939,INV-2026-000940-P2,CHEQUE,OPERATING-001,Part payment 2 for INV-2026-000940
BNK-00001026,2026-03-20,DEBIT,13934.57,GBP,Metro Consulting Limited,223880907939,INV-2026-001076,CHEQUE,OPERATING-001,Vendor payment INV-2026-001076
BNK-00001261,2026-03-20,DEBIT,15208.58,USD,Harbor Supplies Limited,780648306067,INV-2026-001315,ACH,PAYABLES-001,Vendor payment INV-2026-001315
BNK-00001759,2026-03-20,DEBIT,5231.0,GBP,METRO CONSULTING LIMITED,223880907939,INV-2026-001833,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001833
BNK-00001863,2026-03-20,DEBIT,1696910.52,LKR,Titan Consulting Limited,210036267868,INV-2026-001936,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001936
BNK-00001977,2026-03-20,DEBIT,334.23,EUR,City Power Utility,105855644008,MISC-001977,BANK_TRANSFER,OPERATING-002,Utility payment
BNK-00001985,2026-03-20,DEBIT,7569.38,EUR,Office Rent Holdings,765770675189,MISC-001985,WIRE,PAYABLES-001,Insurance payment
BNK-00002070,2026-03-20,DEBIT,5210.64,USD,Bank Service Charges,226241999605,MISC-002070,ACH,OPERATING-001,Insurance payment
BNK-00000072,2026-03-21,DEBIT,11777.3,USD,Pioneer Solutions Incorporated,977752159666,INV-2026-000076,WIRE,OPERATING-001,Vendor payment INV-2026-000076
BNK-00000297,2026-03-21,DEBIT,1602.66,EUR,Nova Systems Corporation,367862118541,INV-2026-000313,ACH,OPERATING-002,Vendor payment INV-2026-000313
BNK-00000336,2026-03-21,DEBIT,405634.02,LKR,Metro Consulting Corporation,455945973170,INV-2026-000354,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000354
BNK-00000346,2026-03-21,DEBIT,1215.13,USD,GLOBAL TEXTILES LIMITED,520913251936,INV-2026-000365,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000365
BNK-00000420,2026-03-21,DEBIT,5271.91,USD,Seacrest Consulting Incorporated,313671722771,INV-2026-000438-P2,ACH,PAYABLES-001,Part payment 2 for INV-2026-000438
BNK-00000502,2026-03-21,DEBIT,283.1,GBP,Global Engineering Limited,159172251058,INV-2026-000530,WIRE,OPERATING-002,Vendor payment INV-2026-000530
BNK-00000941,2026-03-21,DEBIT,15207.75,EUR,Zenith Consulting Limited,320972207209,INV-2026-000991,CHEQUE,OPERATING-002,Vendor payment INV-2026-000991
BNK-00001262,2026-03-21,DEBIT,15208.58,USD,Harbor Supplies Limited,780648306067,INV-2026-001315,CHEQUE,PAYABLES-001,Possible duplicate vendor payment INV-2026-001315
BNK-00001342,2026-03-21,DEBIT,12488.29,USD,Seacrest Holdings Limited,693021588007,INV-2026-001399,ACH,OPERATING-002,Vendor payment INV-2026-001399
BNK-00001529,2026-03-21,DEBIT,1073.37,GBP,Royal Supplies Incorporated,844119833085,INV-2026-001592,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001592
BNK-00000181,2026-03-22,DEBIT,2667.93,GBP,Pioneer Supplies Limited,848137395082,INV-2026-000193,CHEQUE,OPERATING-001,Vendor payment INV-2026-000193
BNK-00000442,2026-03-22,DEBIT,5396.05,USD,Pioneer Industries Incorporated,588849788066,INV-2026-000467,ACH,OPERATING-001,Vendor payment INV-2026-000467
BNK-00000473,2026-03-22,DEBIT,14773.79,USD,Global Engineering Ltd,159172251058,INV-2026-000498,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000498
BNK-00000663,2026-03-22,DEBIT,18462.74,GBP,Redwood Textiles Limited,797825279821,INV-2026-000697,ACH,PAYABLES-001,Vendor payment INV-2026-000697
BNK-00000698,2026-03-22,DEBIT,8042.96,GBP,Redwood Textiles Limited,797825279821,INV-2026-000743,ACH,OPERATING-001,Vendor payment INV-2026-000743
BNK-00000711,2026-03-22,DEBIT,2271.14,USD,Vertex Consulting Inc,829094805956,INV-2026-000756,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000756
BNK-00000952,2026-03-22,DEBIT,233.58,USD,Silverline Svcs Limited,786420412894,INV-2026-001003,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001003
BNK-00001036,2026-03-22,DEBIT,6615.61,GBP,Zenith Consulting Limited,320972207209,INV-2026-001086-P1,CHEQUE,OPERATING-002,Part payment 1 for INV-2026-001086
BNK-00001170,2026-03-22,DEBIT,11025.81,USD,Seacrest Solutions Limited,245495438119,INV-2026-001221,WIRE,OPERATING-001,Vendor payment INV-2026-001221
BNK-00001174,2026-03-22,DEBIT,2409.94,USD,METRO ENGINEERING LIMITED,920438032193,INV-2026-001225,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001225
BNK-00001419,2026-03-22,DEBIT,7796.6,EUR,Nova Systems Corporation,367862118541,INV-2026-001484-P2,CHEQUE,OPERATING-002,Part payment 2 for INV-2026-001484
BNK-00001514,2026-03-22,DEBIT,4446.72,USD,Evergreen Industries Corporation,191967772113,INV-2026-001578,WIRE,OPERATING-001,Vendor payment INV-2026-001578 incl bank fee
BNK-00001804,2026-03-22,DEBIT,17327.67,USD,Vertex Packaging Incorporated,873883374114,INV-2026-001874,WIRE,PAYABLES-001,Vendor payment INV-2026-001874
BNK-00001857,2026-03-22,DEBIT,20713.51,USD,Pioneer Packaging Limited,786086128752,INV-2026-001929,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-001929
BNK-00001878,2026-03-22,DEBIT,2274.09,USD,Vertex Textiles Corp,415235296085,INV-2026-001949,ACH,OPERATING-002,Vendor payment INV-2026-001949
BNK-00002051,2026-03-22,DEBIT,7440.27,USD,National Telecom,758113173035,MISC-002051,WIRE,OPERATING-002,Insurance payment
BNK-00000075,2026-03-23,DEBIT,2379.35,EUR,Quantum Technologies Incorporated,178494949883,INV-2026-000079,ACH,PAYABLES-001,Vendor payment INV-2026-000079
BNK-00000222,2026-03-23,DEBIT,18862.7,USD,Seacrest Consulting Incorporated,313671722771,INV-2026-000237,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000237
BNK-00000438,2026-03-23,DEBIT,11293.69,EUR,Insight Services Limited,112978452832,INV-2026-000460,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000460
BNK-00000501,2026-03-23,DEBIT,3616.44,USD,Fusion Consulting Incorporated,159574598144,INV-2026-000529,WIRE,OPERATING-002,Vendor payment INV-2026-000529
BNK-00000553,2026-03-23,DEBIT,134485.54,LKR,Harbor Supplies Limited,780648306067,INV-2026-000584-P1,WIRE,OPERATING-001,Part payment 1 for INV-2026-000584
BNK-00000586,2026-03-23,DEBIT,7003.09,USD,Seacrest Holdings Limited,693021588007,INV-2026-000614,WIRE,PAYABLES-001,Vendor payment INV-2026-000614
BNK-00000587,2026-03-23,DEBIT,7003.09,USD,Seacrest Holdings Limited,693021588007,INV-2026-000614,BANK_TRANSFER,OPERATING-001,Possible duplicate vendor payment INV-2026-000614
BNK-00001037,2026-03-23,DEBIT,11663.24,GBP,Zenith Consulting Limited,320972207209,INV-2026-001086-P2,BANK_TRANSFER,OPERATING-002,Part payment 2 for INV-2026-001086
BNK-00001114,2026-03-23,DEBIT,11148.92,USD,Crescent Supplies Ltd,821600684492,INV-2026-001165,CHEQUE,OPERATING-001,Vendor payment INV-2026-001165
BNK-00001146,2026-03-23,DEBIT,4783.46,USD,Apex Consulting Incorporated,509620244728,INV-2026-001196,CHEQUE,OPERATING-001,Vendor payment INV-2026-001196
BNK-00001255,2026-03-23,DEBIT,2323.39,USD,Delta Foods Corporation,430464641651,INV-2026-001309,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001309
BNK-00001432,2026-03-23,DEBIT,5018.03,USD,Unity Systems Incorporated,996390815905,INV-2026-001496,CHEQUE,OPERATING-001,Vendor payment INV-2026-001496
BNK-00001454,2026-03-23,DEBIT,15756.75,USD,Global Solutions Limited,524365842188,INV-2026-001517,ACH,OPERATING-001,Vendor payment INV-2026-001517
BNK-00002076,2026-03-23,DEBIT,665500.33,LKR,Bank Service Charges,535922982529,MISC-002076,DIRECT_DEBIT,OPERATING-001,Utility payment
BNK-00000025,2026-03-24,DEBIT,15987.74,USD,Pioneer Supplies Limited,848137395082,INV-2026-000026,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000026
BNK-00000178,2026-03-24,DEBIT,18869.21,EUR,Crescent Logistics Corporation,835428871006,INV-2026-000190,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000190 incl bank fee
BNK-00000332,2026-03-24,DEBIT,10937.23,GBP,Royal Holdings Limited,763541807547,INV-2026-000349,CHEQUE,OPERATING-002,Vendor payment INV-2026-000349
BNK-00000455,2026-03-24,DEBIT,13816.16,USD,Vertex Packaging Incorporated,873883374114,INV-2026-000479,WIRE,OPERATING-001,Vendor payment INV-2026-000479
BNK-00000799,2026-03-24,DEBIT,1926.28,USD,EVERGREEN SYSTEMS INCORPORATED,574699427658,INV-2026-000844,CHEQUE,OPERATING-001,Vendor payment INV-2026-000844
BNK-00000865,2026-03-24,DEBIT,21079.92,USD,HARBOR INDUSTRIES LIMITED,656253304185,INV-2026-000910,WIRE,OPERATING-002,Vendor payment INV-2026-000910
BNK-00001151,2026-03-24,DEBIT,14234.68,USD,METRO HOLDINGS INCORPORATED,337635667755,INV-2026-001201,ACH,PAYABLES-001,Vendor payment INV-2026-001201
BNK-00001471,2026-03-24,DEBIT,1369134.37,LKR,Jade Pharma Incorporated,991524726409,INV-2026-001533,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001533
BNK-00001474,2026-03-24,DEBIT,21104.65,USD,Lanka Systems Inc,474635226753,INV-2026-001536,WIRE,OPERATING-002,Vendor payment INV-2026-001536
BNK-00001492,2026-03-24,DEBIT,17760.23,EUR,Metro Consulting Limited,223880907939,INV-2026-001555,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001555
BNK-00001631,2026-03-24,DEBIT,13464.3,USD,Vertex Packaging Incorporated,873883374114,INV-2026-001702,ACH,OPERATING-002,Vendor payment INV-2026-001702
BNK-00001653,2026-03-24,DEBIT,18339.22,USD,Fusion Consulting Incorporated,159574598144,INV-2026-001726,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001726
BNK-00001810,2026-03-24,DEBIT,8913.96,EUR,Nova Logistics Limited,988348638973,INV-2026-001880,WIRE,OPERATING-001,Vendor payment INV-2026-001880
BNK-00002062,2026-03-24,DEBIT,5042.22,USD,Card Settlement,665018833940,MISC-002062,WIRE,PAYABLES-001,Utility payment
BNK-00002095,2026-03-24,CREDIT,5172.79,USD,Office Rent Holdings,873918404757,MISC-002095,CARD,OPERATING-002,Bank charge
BNK-00000047,2026-03-25,DEBIT,10528.6,EUR,Fusion Consulting Incorporated,159574598144,INV-2026-000050,CHEQUE,OPERATING-001,Vendor payment INV-2026-000050
BNK-00000275,2026-03-25,DEBIT,1150400.39,LKR,Metro Foods Limited,271054481685,INV-2026-000294-P1,CHEQUE,OPERATING-002,Part payment 1 for INV-2026-000294
BNK-00000482,2026-03-25,DEBIT,5486.59,GBP,Unity Technologies Limited,795191128611,INV-2026-000507,ACH,PAYABLES-001,Vendor payment INV-2026-000507
BNK-00000507,2026-03-25,DEBIT,17289.51,USD,ZENITH CONSULTING INCORPORATED,300057279938,INV-2026-000536,WIRE,OPERATING-001,Vendor payment INV-2026-000536
BNK-00000857,2026-03-25,DEBIT,15683.69,USD,Harbor Logistics Limited,339669665349,INV-2026-000902,WIRE,PAYABLES-001,Vendor payment INV-2026-000902
BNK-00000889,2026-03-25,DEBIT,13083.33,USD,Titan Foods Incorporated,275661855915,INV-2026-000932,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-000932
BNK-00000899,2026-03-25,DEBIT,8249.61,EUR,Delta Pharma Ltd,449993794346,INV-2026-000943,CHEQUE,PAYABLES-001,Vendor payment INV-2026-000943
BNK-00001365,2026-03-25,DEBIT,8530.73,USD,Crescent Industries Limited,354876605861,INV-2026-001427,ACH,OPERATING-002,Vendor payment INV-2026-001427
BNK-00001559,2026-03-25,DEBIT,14092.01,USD,Keystone Logistics Ltd,373263685325,INV-2026-001624,ACH,OPERATING-001,Vendor payment INV-2026-001624
BNK-00001754,2026-03-25,DEBIT,4676.91,EUR,Nova Systems Corporation,367862118541,INV-2026-001828,ACH,OPERATING-002,Vendor payment INV-2026-001828
BNK-00001816,2026-03-25,DEBIT,16378.88,GBP,Zenith Holdings Incorporated,858634739565,INV-2026-001887,CHEQUE,OPERATING-001,Vendor payment INV-2026-001887 incl bank fee
BNK-00000218,2026-03-26,DEBIT,19489.55,GBP,Royal Networks Incorporated,420358865351,INV-2026-000234,ACH,PAYABLES-001,Vendor payment INV-2026-000234
BNK-00000287,2026-03-26,DEBIT,13521.51,EUR,VERTEX SUPPLIES CORPORATION,715100412638,INV-2026-000303,ACH,OPERATING-001,Vendor payment INV-2026-000303
BNK-00000554,2026-03-26,DEBIT,223941.84,LKR,Harbor Supplies Limited,780648306067,INV-2026-000584-P2,WIRE,PAYABLES-001,Part payment 2 for INV-2026-000584
BNK-00000759,2026-03-26,DEBIT,14967.12,USD,Zenith Consulting Incorporated,300057279938,INV-2026-000804,WIRE,OPERATING-001,Vendor payment INV-2026-000804 incl bank fee
BNK-00000833,2026-03-26,DEBIT,2440.24,USD,Vertex Packaging Limited,878442396279,INV-2026-000879,WIRE,PAYABLES-001,Vendor payment INV-2026-000879
BNK-00001134,2026-03-26,DEBIT,741.52,USD,Royal Supplies Incorporated,844119833085,INV-2026-001185,ACH,PAYABLES-001,Vendor payment INV-2026-001185
BNK-00001281,2026-03-26,DEBIT,310872.25,LKR,Redwood Textiles Limited,797825279821,INV-2026-001335,ACH,OPERATING-001,Vendor payment INV-2026-001335
BNK-00001346,2026-03-26,DEBIT,22404.63,GBP,Seacrest Holdings Limited,693021588007,INV-2026-001403,CHEQUE,PAYABLES-001,Vendor payment INV-2026-001403
BNK-00001357,2026-03-26,DEBIT,725729.55,LKR,Metro Foods Limited,271054481685,INV-2026-001416,ACH,OPERATING-001,Vendor payment INV-2026-001416 incl bank fee
BNK-00001481,2026-03-26,DEBIT,10742.41,GBP,Seacrest Consulting Incorporated,313671722771,INV-2026-001544,ACH,OPERATING-001,Vendor payment INV-2026-001544
BNK-00001511,2026-03-26,DEBIT,15596.49,EUR,Vertex Supplies Corporation,715100412638,INV-2026-001575,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001575
BNK-00001806,2026-03-26,DEBIT,1113.02,USD,VERTEX TEXTILES CORPORATION,415235296085,INV-2026-001876,BANK_TRANSFER,OPERATING-002,Vendor payment INV-2026-001876
BNK-00002097,2026-03-26,DEBIT,1012.49,EUR,Government Tax Authority,543506921912,MISC-002097,ACH,PAYABLES-001,Customer receipt
BNK-00000104,2026-03-27,DEBIT,3166.12,GBP,Silverline Logistics Limited,381959955088,INV-2026-000114,WIRE,PAYABLES-001,Vendor payment INV-2026-000114
BNK-00000457,2026-03-27,DEBIT,12697.73,GBP,Delta Foods Corporation,430464641651,INV-2026-000481,ACH,PAYABLES-001,Vendor payment INV-2026-000481
BNK-00000461,2026-03-27,DEBIT,8775.3,EUR,Evergreen Industries Corporation,191967772113,INV-2026-000486,CHEQUE,OPERATING-001,Vendor payment INV-2026-000486
BNK-00000739,2026-03-27,DEBIT,17652.33,EUR,EVERGREEN SYSTEMS INCORPORATED,574699427658,INV-2026-000785,BANK_TRANSFER,OPERATING-001,Vendor payment INV-2026-000785
BNK-00000827,2026-03-27,DEBIT,928.36,USD,Apex Consulting Incorporated,509620244728,INV-2026-000873,ACH,OPERATING-001,Vendor payment INV-2026-000873 incl bank fee
BNK-00000851,2026-03-27,DEBIT,2211.31,USD,Titan Consulting Limited,210036267868,INV-2026-000896-P1,WIRE,PAYABLES-001,Part payment 1 for INV-2026-000896
BNK-00001045,2026-03-27,DEBIT,6543.0,USD,Evergreen Packaging Limited,589426971653,INV-2026-001094,WIRE,PAYABLES-001,Vendor payment INV-2026-001094
BNK-00001285,2026-03-27,DEBIT,3130.49,USD,Orbit Trading Ltd,670621564585,INV-2026-001339,ACH,OPERATING-001,Vendor payment INV-2026-001339
BNK-00001321,2026-03-27,DEBIT,3266.41,USD,Unity Systems Incorporated,996390815905,INV-2026-001379,CHEQUE,OPERATING-001,Vendor payment INV-2026-001379
BNK-00001515,2026-03-27,DEBIT,1541.8,EUR,Harbor Supplies Limited,780648306067,INV-2026-001579,BANK_TRANSFER,PAYABLES-001,Vendor payment INV-2026-001579
BNK-00001526,2026-03-27,DEBIT,9454.75,GBP,Harbor Logistics Limited,339669665349,INV-2026-001589,WIRE,PAYABLES-001,Vendor payment INV-2026-001589
BNK-00001565,2026-03-27,DEBIT,15142.79,USD,Titan Consulting Limited,210036267868,INV-2026-001629,WIRE,OPERATING-001,Vendor payment INV-2026-001629
